id,label
1,0.9999923706054688
2,0.9999998807907104
3,0.9999986886978149
4,0.9999816417694092
5,3.664761152322171e-07
6,6.038003985686657e-10
7,6.820299631726812e-07
8,0.00015290401643142104
9,9.09949085325934e-05
10,0.31260958313941956
11,1.7657285980021697e-06
12,0.9999966621398926
13,1.7897767975227907e-05
14,0.00025238277157768607
15,1.2903860806545708e-06
16,0.00013736943947151303
17,0.9984142780303955
18,0.9999991655349731
19,5.673267878592014e-05
20,0.00012909855286125094
21,0.9999994039535522
22,0.0010822843760251999
23,0.999993085861206
24,0.9964244961738586
25,1.1575726603041403e-05
26,0.9999635219573975
27,0.9999990463256836
28,1.4996855668414355e-07
29,0.35909196734428406
30,0.9999982118606567
31,0.9999997615814209
32,0.26904135942459106
33,0.9998953342437744
34,1.3777338381260051e-08
35,9.420193237019703e-05
36,5.284132384986151e-06
37,1.0769495020213071e-06
38,4.5362207856669556e-07
39,0.8983471989631653
40,9.762242569877344e-08
41,0.9996631145477295
42,0.9999998807907104
43,1.0
44,0.9999443292617798
45,3.1722461812933034e-07
46,0.9999983310699463
47,1.0575819386904328e-10
48,0.999997615814209
49,0.9999977350234985
50,9.591967682354152e-06
51,8.792321750661358e-05
52,4.814910692374497e-09
53,3.319195911899442e-06
54,0.0011929679894819856
55,0.0007856674492359161
56,0.9999483823776245
57,0.9999960660934448
58,1.9155270365445176e-06
59,0.9990944862365723
60,2.129070786338616e-08
61,2.859594516735342e-08
62,0.9986975193023682
63,3.74664136870706e-06
64,0.17763976752758026
65,0.999950647354126
66,0.996303915977478
67,0.9999951124191284
68,4.569968950818293e-06
69,0.9999924898147583
70,0.9999998807907104
71,0.9999150037765503
72,0.9999998807907104
73,0.9999998807907104
74,0.9999988079071045
75,0.0016801560996100307
76,0.9995819926261902
77,0.9999370574951172
78,0.9999946355819702
79,0.9969601631164551
80,2.54603924076946e-06
81,0.014416918158531189
82,2.7757791031035595e-05
83,0.9999994039535522
84,0.00034553787554614246
85,1.0
86,0.9695091247558594
87,0.9998857975006104
88,0.9999985694885254
89,5.683984340976167e-07
90,0.05949557200074196
91,0.00022639032977167517
92,4.039171486169835e-08
93,3.75001945940312e-06
94,1.0
95,0.999987006187439
96,2.603489974717377e-07
97,0.999996542930603
98,0.9998989105224609
99,3.178180563168098e-08
100,0.0007741805748082697
101,0.08973284065723419
102,0.9999723434448242
103,4.6126950792313437e-07
104,2.9950576845294563e-06
105,0.9966914653778076
106,0.9999951124191284
107,3.904970071744174e-06
108,0.0005189616931602359
109,0.9988695979118347
110,1.0
111,0.9999964237213135
112,0.9999994039535522
113,0.8792701959609985
114,7.358867151197046e-06
115,4.344896751717897e-06
116,1.1628837626176391e-07
117,2.0944116840837523e-06
118,0.9996699094772339
119,0.9999697208404541
120,0.027979617938399315
121,4.070179784321226e-05
122,1.9813506924037938e-07
123,3.3079934382840293e-06
124,0.0007858445169404149
125,2.6113753847312182e-05
126,0.7002580761909485
127,0.9999830722808838
128,2.5417257347726263e-06
129,1.1505509974085726e-05
130,0.9993650317192078
131,0.9999996423721313
132,0.9973375201225281
133,0.00034233732731081545
134,0.0001256838731933385
135,1.1218048001637726e-07
136,1.3449622201733291e-05
137,0.999998927116394
138,0.9693869948387146
139,0.0008260729955509305
140,2.7303101887810044e-05
141,2.1799182547965756e-07
142,0.9999990463256836
143,0.9999493360519409
144,0.0027086830232292414
145,6.671780852229858e-07
146,1.0
147,0.9999996423721313
148,0.04632856324315071
149,1.0135871031380361e-09
150,1.8019054550677538e-05
151,0.9888181090354919
152,7.040791388135403e-06
153,2.7940137442783453e-05
154,3.9551586894504e-08
155,0.9991710186004639
156,3.592103325900098e-07
157,9.444978786632419e-06
158,0.9999747276306152
159,0.9996514320373535
160,0.9903367757797241
161,5.920407719628429e-09
162,8.174870345101226e-06
163,2.018516170210205e-06
164,0.9999288320541382
165,0.00011186803021701053
166,0.11255422979593277
167,0.9997451901435852
168,1.2696749763563275e-05
169,3.895456845981471e-09
170,3.6362479249874013e-08
171,0.000694060348905623
172,0.999969482421875
173,0.9971235394477844
174,1.2691013795418371e-09
175,0.9999995231628418
176,0.9961215853691101
177,0.9999247789382935
178,0.9999992847442627
179,0.9999432563781738
180,2.857049423710123e-07
181,0.9999998807907104
182,0.9966561794281006
183,1.055183247444802e-06
184,0.008844650350511074
185,0.5513045191764832
186,1.6822451698317309e-06
187,8.198176715268346e-07
188,1.324208938058291e-07
189,0.04667821153998375
190,0.9999983310699463
191,5.703300678949752e-11
192,0.0005165961920283735
193,0.00012026829790556803
194,6.103110194999317e-07
195,0.9999847412109375
196,0.9958029389381409
197,0.9054052829742432
198,1.3189331582452724e-07
199,1.0
200,0.3999784588813782
201,0.9995802044868469
202,1.2715629793547123e-07
203,0.999992847442627
204,0.9996576309204102
205,7.610364005650183e-10
206,0.0010380439925938845
207,0.9999994039535522
208,6.910441243235255e-06
209,8.008464646991342e-05
210,1.6464728105347604e-06
211,1.0
212,0.999984860420227
213,0.0007947925478219986
214,0.9942916631698608
215,0.9993429780006409
216,0.9999812841415405
217,0.9999853372573853
218,1.007541570174908e-07
219,0.9999980926513672
220,0.9999278783798218
221,2.2040669023226656e-07
222,0.9999964237213135
223,1.0
224,1.8629993103758125e-09
225,0.9999654293060303
226,0.9974575638771057
227,0.9999825954437256
228,0.0025029475800693035
229,0.9999943971633911
230,0.05546000599861145
231,0.9999548196792603
232,0.04450903460383415
233,1.0137557460154767e-08
234,2.372452627241728e-06
235,0.9999994039535522
236,0.997031569480896
237,4.903477019979618e-07
238,0.9993151426315308
239,2.8426876852449823e-08
240,0.9999197721481323
241,0.9999997615814209
242,0.9999985694885254
243,1.6674545122441486e-07
244,0.9999996423721313
245,0.9998737573623657
246,0.174393430352211
247,0.9999525547027588
248,1.8646042576619948e-07
249,0.1882895678281784
250,0.9996943473815918
251,0.9999043941497803
252,3.323331441151822e-07
253,0.9999998807907104
254,3.171695789205842e-05
255,0.15075932443141937
256,3.283923888375284e-08
257,0.9994789958000183
258,1.0
259,5.756592713623832e-07
260,5.5097743256737886e-08
261,3.46719002664031e-06
262,0.9999711513519287
263,9.455958934267983e-05
264,0.00027114609838463366
265,0.9999725818634033
266,1.0980839761032257e-05
267,1.8629993103758125e-09
268,1.536914595590133e-08
269,0.9999785423278809
270,1.0
271,1.0
272,5.9170065469515976e-06
273,0.9999973773956299
274,0.0008813515887595713
275,0.00013313826639205217
276,0.9999998807907104
277,0.8767582178115845
278,0.0004637548408936709
279,8.302490641654003e-07
280,0.9999418258666992
281,0.9999411106109619
282,0.9999996423721313
283,3.153063516947441e-07
284,0.999963641166687
285,1.8089050257685813e-08
286,0.9999998807907104
287,0.0008999675628729165
288,0.0007950440049171448
289,0.9999849796295166
290,5.04867966810707e-05
291,0.001430126023478806
292,0.9999833106994629
293,0.9996505975723267
294,2.0840585420955904e-05
295,3.214867816403455e-10
296,1.0
297,1.0
298,0.9998713731765747
299,1.0
300,3.615608875406906e-06
301,2.391923885625147e-07
302,0.0001288695348193869
303,5.506250545295188e-06
304,9.496943675912917e-09
305,2.639400253912072e-09
306,0.9997023940086365
307,0.9972395896911621
308,4.653237738239113e-06
309,9.665451443652273e-07
310,0.0231025293469429
311,7.5640577961166855e-06
312,0.12656058371067047
313,0.00042745433165691793
314,0.3766786456108093
315,0.9999914169311523
316,0.001367961405776441
317,0.9999346733093262
318,6.774926646357926e-07
319,0.999997615814209
320,3.5819979871121177e-07
321,1.7672752505859535e-07
322,0.999747097492218
323,4.112939859624021e-05
324,1.4264964209864672e-10
325,0.99991774559021
326,0.9982438087463379
327,0.9999544620513916
328,0.999479353427887
329,5.331287855625533e-09
330,0.03505563735961914
331,0.9955466985702515
332,0.8699892163276672
333,0.9999977350234985
334,1.2669814168475568e-05
335,2.4645179560328634e-12
336,2.795311502268305e-07
337,0.9999985694885254
338,2.2597095306053916e-09
339,4.070749582751887e-06
340,1.5879821148701012e-05
341,0.022359786555171013
342,9.330573448096402e-06
343,0.0007374896667897701
344,0.4258353114128113
345,0.03365936875343323
346,0.9999990463256836
347,2.1636515157297254e-07
348,0.9999556541442871
349,0.0012705582194030285
350,1.0
351,7.889926489923482e-10
352,0.9999974966049194
353,0.9999829530715942
354,0.9979865550994873
355,0.9999717473983765
356,0.999761164188385
357,1.4364033518177166e-08
358,0.9999523162841797
359,0.00014153370284475386
360,3.942715665061769e-08
361,0.9984821677207947
362,3.7998535873384753e-08
363,0.9999885559082031
364,2.6688376237871125e-05
365,0.9999037981033325
366,0.9999949932098389
367,0.9998685121536255
368,0.9999862909317017
369,0.9994173049926758
370,0.9999889135360718
371,0.9996583461761475
372,4.952730705554131e-07
373,0.9999996423721313
374,8.447217396678752e-07
375,0.9999998807907104
376,1.7413138266419992e-05
377,0.9997485280036926
378,1.0706515922720428e-06
379,1.0
380,0.9992668032646179
381,0.9447260499000549
382,9.368325117975473e-05
383,0.9999996423721313
384,0.9999946355819702
385,0.9996775388717651
386,0.0003346711164340377
387,1.0505669223448422e-07
388,5.959065561000898e-07
389,0.9999969005584717
390,0.18140263855457306
391,0.002589423442259431
392,0.9984610080718994
393,6.373979744012104e-08
394,0.9999443292617798
395,0.999991774559021
396,0.008946732617914677
397,0.9998453855514526
398,0.05578967183828354
399,0.9999997615814209
400,0.9730441570281982
401,1.0
402,4.2048777686432e-06
403,0.9164164662361145
404,7.1620556809648406e-06
405,0.9999998807907104
406,0.9954063892364502
407,0.007845764048397541
408,0.0007951754378154874
409,0.0008720289333723485
410,5.09364326717332e-07
411,0.9999905824661255
412,0.9999897480010986
413,0.9999974966049194
414,3.484156331978738e-05
415,1.0
416,2.064049153815972e-09
417,0.9998169541358948
418,0.9997377991676331
419,0.6484737396240234
420,1.0
421,0.9999375343322754
422,0.9999967813491821
423,1.0
424,0.9999990463256836
425,0.9997037053108215
426,0.0001298339630011469
427,0.9365678429603577
428,2.163534951193924e-08
429,0.9999984502792358
430,0.999998927116394
431,0.9999990463256836
432,4.4402574950197504e-09
433,0.9992683529853821
434,0.7117567658424377
435,0.9999288320541382
436,2.5962854124372825e-05
437,5.935884246355272e-07
438,0.9979860782623291
439,0.999334990978241
440,0.9988170862197876
441,0.0007934954483062029
442,1.9925876415527455e-07
443,0.9999860525131226
444,2.8150085199740715e-05
445,3.727116927620955e-05
446,0.9999996423721313
447,1.9776393855863716e-07
448,1.0346774388381164e-06
449,1.6703907022019848e-05
450,1.0
451,2.0240415210537321e-07
452,0.9806216359138489
453,0.999995231628418
454,7.079344413796207e-06
455,7.933851156849414e-05
456,0.0007848253007978201
457,0.9999973773956299
458,3.6000106774736196e-05
459,0.9999613761901855
460,0.9989054203033447
461,0.051696375012397766
462,2.780880947739206e-08
463,0.9979594945907593
464,0.0002698689349927008
465,0.00021255449973978102
466,0.9986177682876587
467,0.9999992847442627
468,4.169471503701061e-05
469,0.9992380142211914
470,0.9989587068557739
471,1.1828024980786722e-05
472,0.9999409914016724
473,0.9999926090240479
474,0.8897125720977783
475,0.999993085861206
476,2.3257327484316193e-05
477,0.009481376968324184
478,1.360310051268243e-07
479,0.9999700784683228
480,0.943030595779419
481,0.9999994039535522
482,1.0
483,0.17031149566173553
484,1.4185276086209342e-05
485,0.9999997615814209
486,0.9999998807907104
487,0.0014934195205569267
488,0.007338566705584526
489,0.5093094110488892
490,0.9997801184654236
491,0.9998878240585327
492,7.409651880152524e-05
493,0.008442755788564682
494,0.00019276434613857418
495,0.9949041604995728
496,0.9999948740005493
497,9.421384561392188e-09
498,0.9996134638786316
499,0.9999997615814209
500,0.0010247852187603712
501,0.999699592590332
502,3.092487759204232e-07
503,1.0
504,5.142878478636703e-08
505,2.20236165660026e-06
506,6.216323100716181e-08
507,0.9998904466629028
508,0.9999991655349731
509,1.0
510,0.9992438554763794
511,0.9999964237213135
512,3.785333380079692e-09
513,1.0
514,0.01093671377748251
515,0.9999444484710693
516,1.0
517,0.9999995231628418
518,0.9999998807907104
519,3.037915803361102e-07
520,5.705245484932675e-07
521,0.9999942779541016
522,9.065288759302348e-05
523,0.9999990463256836
524,0.0386970229446888
525,0.0003300652024336159
526,1.127791892940877e-05
527,0.9558575749397278
528,0.9999998807907104
529,7.257589373921292e-08
530,3.277791984146461e-05
531,0.9999185800552368
532,0.23329372704029083
533,6.000741592515624e-08
534,0.9999529123306274
535,0.0006857935222797096
536,0.9999656677246094
537,0.00018434143566992134
538,1.0846942233300183e-09
539,6.766210844943998e-06
540,0.9999550580978394
541,7.14429093662261e-09
542,0.9999934434890747
543,1.6765417854003317e-07
